"id","stateName","countyName","county"
"12390","Illinois"," Schuyler "," Schuyler County "
"12391","Kentucky"," Montgomery "," Montgomery County "
"12392","Iowa"," Tama "," Tama County "
"12393","Kansas"," Shawnee "," Shawnee County "
"12394","Indiana"," Warren "," Warren County "
"12395","Illinois"," Scott "," Scott County "
"12396","Kentucky"," Morgan "," Morgan County "
"12397","Iowa"," Taylor "," Taylor County "
"12398","Kansas"," Sheridan "," Sheridan County "
"12399","Indiana"," Warrick "," Warrick County "
"12400","Illinois"," Shelby "," Shelby County "
"12401","Kentucky"," Muhlenberg "," Muhlenberg County "
"12402","Iowa"," Union "," Union County "
"12403","Kansas"," Sherman "," Sherman County "
"12404","Indiana"," Washington "," Washington County "
"12405","Illinois"," Stark "," Stark County "
"12406","Kentucky"," Nelson "," Nelson County "
"12407","Iowa"," Van Buren "," Van Buren County "
"12408","Kansas"," Smith "," Smith County "
"12409","Indiana"," Wayne "," Wayne County "
"12410","Illinois"," Stephenson "," Stephenson County "
"12411","Kentucky"," Nicholas "," Nicholas County "
"12412","Iowa"," Wapello "," Wapello County "
"12413","Kansas"," Stafford "," Stafford County "
"12414","Indiana"," Wells "," Wells County "
"12415","Illinois"," Tazewell "," Tazewell County "
"12416","Kentucky"," Ohio "," Ohio County "
"12417","Iowa"," Warren "," Warren County "
"12418","Kansas"," Stanton "," Stanton County "
"12419","Indiana"," White "," White County "
"12420","Illinois"," Union "," Union County "
"12421","Kentucky"," Oldham "," Oldham County "
"12422","Iowa"," Washington "," Washington County "
"12423","Kansas"," Stevens "," Stevens County "
"12424","Indiana"," Whitley "," Whitley County "
"12425","Illinois"," Vermilion "," Vermilion County "
"12426","Kentucky"," Owen "," Owen County "
"12427","Iowa"," Wayne "," Wayne County "
"12428","Kansas"," Sumner "," Sumner County "
"12429","Illinois"," Wabash "," Wabash County "
"12430","Kentucky"," Owsley "," Owsley County "
"12431","Iowa"," Webster "," Webster County "
"12432","Kansas"," Thomas "," Thomas County "
"12433","Illinois"," Warren "," Warren County "
"12434","Kentucky"," Pendleton "," Pendleton County "
"12435","Iowa"," Winnebago "," Winnebago County "
"12436","Kansas"," Trego "," Trego County "
"12437","Illinois"," Washington "," Washington County "
"12438","Kentucky"," Perry "," Perry County "
"12439","Iowa"," Winneshiek "," Winneshiek County "
"12440","Kansas"," Wabaunsee "," Wabaunsee County "
"12441","Illinois"," Wayne "," Wayne County "
"12442","Kentucky"," Pike "," Pike County "
"12443","Iowa"," Woodbury "," Woodbury County "
"12444","Kansas"," Wallace "," Wallace County "
"12445","Illinois"," White "," White County "
"12446","Kentucky"," Powell "," Powell County "
"12447","Iowa"," Worth "," Worth County "
"12448","Kansas"," Washington "," Washington County "
"12449","Illinois"," Whiteside "," Whiteside County "
"12450","Kentucky"," Pulaski "," Pulaski County "
"12451","Iowa"," Wright "," Wright County "
"12452","Kansas"," Wilson "," Wilson County "
"12453","Illinois"," Will "," Will County "
"12454","Kentucky"," Robertson "," Robertson County "
"12455","Kansas"," Woodson "," Woodson County "
"12456","Illinois"," Williamson "," Williamson County "
"12457","Kentucky"," Rockcastle "," Rockcastle County "
"12458","Kansas"," Wyandotte "," Wyandotte County "
"12459","Illinois"," Winnebago "," Winnebago County "
"12460","Kentucky"," Rowan "," Rowan County "
"12461","Illinois"," Woodford "," Woodford County "
"12462","Kentucky"," Russell "," Russell County "
"12463","Kentucky"," Scott "," Scott County "
"12464","Kentucky"," Shelby "," Shelby County "
"12465","Kentucky"," Simpson "," Simpson County "
"12466","Kentucky"," Spencer "," Spencer County "
"12467","Kentucky"," Taylor "," Taylor County "
"12468","Kentucky"," Todd "," Todd County "
"12469","Kentucky"," Trigg "," Trigg County "
"12470","Kentucky"," Trimble "," Trimble County "
"12471","Kentucky"," Union "," Union County "
"12472","Kentucky"," Warren "," Warren County "
"12473","Kentucky"," Washington "," Washington County "
"12474","Kentucky"," Wayne "," Wayne County "
"12475","Kentucky"," Webster "," Webster County "
"12476","Kentucky"," Whitley "," Whitley County "
"12477","Kentucky"," Wolfe "," Wolfe County "
"12478","Kentucky"," Woodford "," Woodford County "
